NOC,Year,Total_Gold,Total_Silver,Total_Bronze
ITA,2004,113.0,142.0,169.0
ITA,2008,113.0,142.0,169.0
ITA,2012,113.0,142.0,169.0
ITA,2016,113.0,142.0,169.0
JAM,1948,748.0,694.0,784.0
JAM,1952,748.0,694.0,784.0
JAM,1968,748.0,694.0,784.0
JAM,1972,748.0,694.0,784.0
JAM,1976,748.0,694.0,784.0
JAM,1980,748.0,694.0,784.0
JAM,1984,748.0,694.0,784.0
JAM,1988,748.0,694.0,784.0
JAM,1992,748.0,694.0,784.0
JAM,1996,748.0,694.0,784.0
JAM,2000,748.0,694.0,784.0
JAM,2004,748.0,694.0,784.0
JAM,2008,748.0,694.0,784.0
JAM,2012,748.0,694.0,784.0
JAM,2016,748.0,694.0,784.0
JOR,2016,1200.0,1275.0,1275.0
JPN,1920,292.0,279.0,297.0
JPN,1924,292.0,279.0,297.0
JPN,1928,292.0,279.0,297.0
JPN,1932,292.0,279.0,297.0
JPN,1936,292.0,279.0,297.0
JPN,1952,292.0,279.0,297.0
JPN,1956,292.0,279.0,297.0
JPN,1960,292.0,279.0,297.0
JPN,1964,292.0,279.0,297.0
JPN,1968,292.0,279.0,297.0
JPN,1972,292.0,279.0,297.0
JPN,1976,292.0,279.0,297.0
JPN,1984,292.0,279.0,297.0
JPN,1988,292.0,279.0,297.0
JPN,1992,292.0,279.0,297.0
JPN,1996,292.0,279.0,297.0
JPN,2000,292.0,279.0,297.0
JPN,2004,292.0,279.0,297.0
JPN,2008,292.0,279.0,297.0
JPN,2012,292.0,279.0,297.0
JPN,2016,292.0,279.0,297.0
KAZ,1996,867.0,850.0,879.0
KAZ,2000,867.0,850.0,879.0
KAZ,2004,867.0,850.0,879.0
KAZ,2008,867.0,850.0,879.0
KAZ,2012,867.0,850.0,879.0
KAZ,2016,867.0,850.0,879.0
KEN,1964,760.0,769.0,849.0
KEN,1968,760.0,769.0,849.0
KEN,1972,760.0,769.0,849.0
KEN,1984,760.0,769.0,849.0
KEN,1988,760.0,769.0,849.0
KEN,1992,760.0,769.0,849.0
KEN,1996,760.0,769.0,849.0
KEN,2000,760.0,769.0,849.0
KEN,2004,760.0,769.0,849.0
KEN,2008,760.0,769.0,849.0
KEN,2012,760.0,769.0,849.0
KEN,2016,760.0,769.0,849.0
KGZ,2000,1275.0,1249.0,1199.0
KGZ,2008,1275.0,1249.0,1199.0
KOR,1948,361.0,382.0,453.0
KOR,1952,361.0,382.0,453.0
KOR,1956,361.0,382.0,453.0
KOR,1964,361.0,382.0,453.0
KOR,1968,361.0,382.0,453.0
KOR,1972,361.0,382.0,453.0
KOR,1976,361.0,382.0,453.0
KOR,1984,361.0,382.0,453.0
KOR,1988,361.0,382.0,453.0
KOR,1992,361.0,382.0,453.0
KOR,1996,361.0,382.0,453.0
KOR,2000,361.0,382.0,453.0
KOR,2004,361.0,382.0,453.0
KOR,2008,361.0,382.0,453.0
KOR,2012,361.0,382.0,453.0
KOR,2016,361.0,382.0,453.0
KOS,2016,1200.0,1275.0,1275.0
KSA,2000,1275.0,1249.0,1158.0
KSA,2012,1275.0,1249.0,1158.0
KUW,2000,1275.0,1275.0,1199.0
KUW,2012,1275.0,1275.0,1199.0
LAT,1932,1108.0,976.0,1141.0
LAT,1936,1108.0,976.0,1141.0
LAT,1992,1108.0,976.0,1141.0
LAT,1996,1108.0,976.0,1141.0
LAT,2000,1108.0,976.0,1141.0
LAT,2004,1108.0,976.0,1141.0
LAT,2008,1108.0,976.0,1141.0
LAT,2012,1108.0,976.0,1141.0
LIB,1952,1275.0,1185.0,1199.0
LIB,1972,1275.0,1185.0,1199.0
LIB,1980,1275.0,1185.0,1199.0
LTU,1992,1034.0,1075.0,760.0
LTU,1996,1034.0,1075.0,760.0
LTU,2000,1034.0,1075.0,760.0
LTU,2004,1034.0,1075.0,760.0
LTU,2008,1034.0,1075.0,760.0
LTU,2012,1034.0,1075.0,760.0
LTU,2016,1034.0,1075.0,760.0
LUX,1900,1071.0,1185.0,1275.0
LUX,1920,1071.0,1185.0,1275.0
LUX,1924,1071.0,1185.0,1275.0
LUX,1928,1071.0,1185.0,1275.0
LUX,1952,1071.0,1185.0,1275.0
MAR,1960,1034.0,1096.0,1080.0
MAR,1984,1034.0,1096.0,1080.0
MAR,1988,1034.0,1096.0,1080.0
MAR,1992,1034.0,1096.0,1080.0
MAR,1996,1034.0,1096.0,1080.0
MAR,2000,1034.0,1096.0,1080.0
MAR,2004,1034.0,1096.0,1080.0
MAR,2008,1034.0,1096.0,1080.0
MAR,2012,1034.0,1096.0,1080.0
MAR,2016,1034.0,1096.0,1080.0
MAS,1992,1275.0,976.0,1158.0
MAS,1996,1275.0,976.0,1158.0
MAS,2008,1275.0,976.0,1158.0
MAS,2012,1275.0,976.0,1158.0
MAS,2016,1275.0,976.0,1158.0
MDA,1996,1275.0,1151.0,1158.0
MDA,2000,1275.0,1151.0,1158.0
MDA,2008,1275.0,1151.0,1158.0
MDA,2012,1275.0,1151.0,1158.0
MEX,1900,807.0,838.0,709.0
MEX,1932,807.0,838.0,709.0
MEX,1936,807.0,838.0,709.0
MEX,1948,807.0,838.0,709.0
MEX,1952,807.0,838.0,709.0
MEX,1956,807.0,838.0,709.0
MEX,1960,807.0,838.0,709.0
MEX,1964,807.0,838.0,709.0
MEX,1968,807.0,838.0,709.0
MEX,1972,807.0,838.0,709.0
MEX,1976,807.0,838.0,709.0
MEX,1980,807.0,838.0,709.0
MEX,1984,807.0,838.0,709.0
MEX,1988,807.0,838.0,709.0
MEX,1992,807.0,838.0,709.0
MEX,1996,807.0,838.0,709.0
MEX,2000,807.0,838.0,709.0
MEX,2004,807.0,838.0,709.0
MEX,2008,807.0,838.0,709.0
MEX,2012,807.0,838.0,709.0
MEX,2016,807.0,838.0,709.0
MGL,1968,1139.0,997.0,1022.0
MGL,1972,1139.0,997.0,1022.0
MGL,1976,1139.0,997.0,1022.0
MGL,1980,1139.0,997.0,1022.0
MGL,1988,1139.0,997.0,1022.0
MGL,1992,1139.0,997.0,1022.0
MGL,1996,1139.0,997.0,1022.0
MGL,2004,1139.0,997.0,1022.0
MGL,2008,1139.0,997.0,1022.0
MGL,2012,1139.0,997.0,1022.0
MGL,2016,1139.0,997.0,1022.0
MKD,2000,1275.0,1275.0,1238.0
MNE,2012,1275.0,918.0,1275.0
MON,1924,1275.0,1275.0,1238.0
MOZ,1996,1200.0,1275.0,1238.0
MOZ,2000,1200.0,1275.0,1238.0
MRI,2008,1275.0,1275.0,1238.0
NAM,1992,1275.0,1114.0,1275.0
NAM,1996,1275.0,1114.0,1275.0
NED,1900,271.0,258.0,195.0
NED,1906,271.0,258.0,195.0
NED,1908,271.0,258.0,195.0
NED,1912,271.0,258.0,195.0
NED,1920,271.0,258.0,195.0
NED,1924,271.0,258.0,195.0
NED,1928,271.0,258.0,195.0
NED,1932,271.0,258.0,195.0
NED,1936,271.0,258.0,195.0
NED,1948,271.0,258.0,195.0
NED,1952,271.0,258.0,195.0
NED,1960,271.0,258.0,195.0
NED,1964,271.0,258.0,195.0
NED,1968,271.0,258.0,195.0
NED,1972,271.0,258.0,195.0
NED,1976,271.0,258.0,195.0
NED,1980,271.0,258.0,195.0
NED,1984,271.0,258.0,195.0
NED,1988,271.0,258.0,195.0
NED,1992,271.0,258.0,195.0
NED,1996,271.0,258.0,195.0
NED,2000,271.0,258.0,195.0
NED,2004,271.0,258.0,195.0
NED,2008,271.0,258.0,195.0
NED,2012,271.0,258.0,195.0
NED,2016,271.0,258.0,195.0
NGR,1964,842.0,784.0,769.0
NGR,1972,842.0,784.0,769.0
NGR,1984,842.0,784.0,769.0
NGR,1992,842.0,784.0,769.0
NGR,1996,842.0,784.0,769.0
NGR,2000,842.0,784.0,769.0
NGR,2004,842.0,784.0,769.0
NGR,2008,842.0,784.0,769.0
NGR,2016,842.0,784.0,769.0
NIG,1972,1275.0,1249.0,1238.0
NIG,2016,1275.0,1249.0,1238.0
NOR,1900,317.0,426.0,478.0
NOR,1904,317.0,426.0,478.0
NOR,1906,317.0,426.0,478.0
NOR,1908,317.0,426.0,478.0
NOR,1912,317.0,426.0,478.0
NOR,1920,317.0,426.0,478.0
NOR,1924,317.0,426.0,478.0
NOR,1928,317.0,426.0,478.0
NOR,1936,317.0,426.0,478.0
NOR,1948,317.0,426.0,478.0
NOR,1952,317.0,426.0,478.0
NOR,1956,317.0,426.0,478.0
NOR,1960,317.0,426.0,478.0
NOR,1968,317.0,426.0,478.0
NOR,1972,317.0,426.0,478.0
NOR,1976,317.0,426.0,478.0
NOR,1984,317.0,426.0,478.0
NOR,1988,317.0,426.0,478.0
NOR,1992,317.0,426.0,478.0
NOR,1996,317.0,426.0,478.0
NOR,2000,317.0,426.0,478.0
NOR,2004,317.0,426.0,478.0
NOR,2008,317.0,426.0,478.0
NOR,2012,317.0,426.0,478.0
NOR,2016,317.0,426.0,478.0
NZL,1900,641.0,717.0,681.0
NZL,1920,641.0,717.0,681.0
NZL,1924,641.0,717.0,681.0
NZL,1928,641.0,717.0,681.0
NZL,1932,641.0,717.0,681.0
NZL,1936,641.0,717.0,681.0
NZL,1952,641.0,717.0,681.0
NZL,1956,641.0,717.0,681.0
NZL,1960,641.0,717.0,681.0
NZL,1964,641.0,717.0,681.0
NZL,1968,641.0,717.0,681.0
NZL,1972,641.0,717.0,681.0
NZL,1976,641.0,717.0,681.0
NZL,1984,641.0,717.0,681.0
NZL,1988,641.0,717.0,681.0
NZL,1992,641.0,717.0,681.0
NZL,1996,641.0,717.0,681.0
NZL,2000,641.0,717.0,681.0
NZL,2004,641.0,717.0,681.0
NZL,2008,641.0,717.0,681.0
NZL,2012,641.0,717.0,681.0
NZL,2016,641.0,717.0,681.0
PAK,1956,716.0,757.0,831.0
PAK,1960,716.0,757.0,831.0
PAK,1964,716.0,757.0,831.0
PAK,1968,716.0,757.0,831.0
PAK,1972,716.0,757.0,831.0
PAK,1976,716.0,757.0,831.0
PAK,1984,716.0,757.0,831.0
PAK,1988,716.0,757.0,831.0
PAK,1992,716.0,757.0,831.0
PAN,1948,1200.0,1275.0,1199.0
PAN,2008,1200.0,1275.0,1199.0
PAR,2004,1275.0,899.0,1275.0
PER,1948,1200.0,918.0,1275.0
PER,1984,1200.0,918.0,1275.0
PER,1988,1200.0,918.0,1275.0
PER,1992,1200.0,918.0,1275.0
PHI,1928,1275.0,1151.0,1126.0
PHI,1932,1275.0,1151.0,1126.0
PHI,1936,1275.0,1151.0,1126.0
PHI,1964,1275.0,1151.0,1126.0
PHI,1988,1275.0,1151.0,1126.0
PHI,1992,1275.0,1151.0,1126.0
PHI,1996,1275.0,1151.0,1126.0
PHI,2016,1275.0,1151.0,1126.0
POL,1924,506.0,474.0,354.0
POL,1928,506.0,474.0,354.0
POL,1932,506.0,474.0,354.0
POL,1936,506.0,474.0,354.0
POL,1948,506.0,474.0,354.0
POL,1952,506.0,474.0,354.0
POL,1956,506.0,474.0,354.0
POL,1960,506.0,474.0,354.0
POL,1964,506.0,474.0,354.0
POL,1968,506.0,474.0,354.0
POL,1972,506.0,474.0,354.0
POL,1976,506.0,474.0,354.0
POL,1980,506.0,474.0,354.0
POL,1988,506.0,474.0,354.0
POL,1992,506.0,474.0,354.0
POL,1996,506.0,474.0,354.0
POL,2000,506.0,474.0,354.0
POL,2004,506.0,474.0,354.0
POL,2008,506.0,474.0,354.0
POL,2012,506.0,474.0,354.0
POL,2016,506.0,474.0,354.0
POR,1924,1071.0,976.0,914.0
POR,1928,1071.0,976.0,914.0
POR,1936,1071.0,976.0,914.0
POR,1948,1071.0,976.0,914.0
POR,1952,1071.0,976.0,914.0
POR,1960,1071.0,976.0,914.0
POR,1976,1071.0,976.0,914.0
POR,1984,1071.0,976.0,914.0
POR,1988,1071.0,976.0,914.0
POR,1996,1071.0,976.0,914.0
POR,2000,1071.0,976.0,914.0
POR,2004,1071.0,976.0,914.0
POR,2008,1071.0,976.0,914.0
POR,2012,1071.0,976.0,914.0
POR,2016,1071.0,976.0,914.0
PRK,1972,902.0,913.0,831.0
PRK,1976,902.0,913.0,831.0
PRK,1980,902.0,913.0,831.0
PRK,1992,902.0,913.0,831.0
PRK,1996,902.0,913.0,831.0
PRK,2000,902.0,913.0,831.0
PRK,2004,902.0,913.0,831.0
PRK,2008,902.0,913.0,831.0
PRK,2012,902.0,913.0,831.0
PRK,2016,902.0,913.0,831.0
PUR,1948,1200.0,1185.0,1141.0
PUR,1976,1200.0,1185.0,1141.0
PUR,1984,1200.0,1185.0,1141.0
PUR,1992,1200.0,1185.0,1141.0
PUR,1996,1200.0,1185.0,1141.0
PUR,2012,1200.0,1185.0,1141.0
PUR,2016,1200.0,1185.0,1141.0
QAT,1992,1275.0,1249.0,1166.0
QAT,2000,1275.0,1249.0,1166.0
QAT,2012,1275.0,1249.0,1166.0
QAT,2016,1275.0,1249.0,1166.0
ROU,1924,395.0,401.0,324.0
ROU,1936,395.0,401.0,324.0
ROU,1952,395.0,401.0,324.0
ROU,1956,395.0,401.0,324.0
ROU,1960,395.0,401.0,324.0
ROU,1964,395.0,401.0,324.0
ROU,1968,395.0,401.0,324.0
ROU,1972,395.0,401.0,324.0
ROU,1976,395.0,401.0,324.0
ROU,1980,395.0,401.0,324.0
ROU,1984,395.0,401.0,324.0
ROU,1988,395.0,401.0,324.0
ROU,1992,395.0,401.0,324.0
ROU,1996,395.0,401.0,324.0
ROU,2000,395.0,401.0,324.0
ROU,2004,395.0,401.0,324.0
ROU,2008,395.0,401.0,324.0
ROU,2012,395.0,401.0,324.0
ROU,2016,395.0,401.0,324.0
RSA,1908,778.0,748.0,753.0
RSA,1912,778.0,748.0,753.0
RSA,1920,778.0,748.0,753.0
RSA,1924,778.0,748.0,753.0
RSA,1928,778.0,748.0,753.0
RSA,1932,778.0,748.0,753.0
RSA,1936,778.0,748.0,753.0
RSA,1948,778.0,748.0,753.0
RSA,1952,778.0,748.0,753.0
RSA,1956,778.0,748.0,753.0
RSA,1960,778.0,748.0,753.0
RSA,1992,778.0,748.0,753.0
RSA,1996,778.0,748.0,753.0
RSA,2000,778.0,748.0,753.0
RSA,2004,778.0,748.0,753.0
RSA,2008,778.0,748.0,753.0
RSA,2012,778.0,748.0,753.0
RSA,2016,778.0,748.0,753.0
RUS,1908,245.0,287.0,305.0
RUS,1912,245.0,287.0,305.0
RUS,1996,245.0,287.0,305.0
RUS,2000,245.0,287.0,305.0
RUS,2004,245.0,287.0,305.0
RUS,2008,245.0,287.0,305.0
RUS,2012,245.0,287.0,305.0
RUS,2016,245.0,287.0,305.0
SCG,1996,930.0,838.0,914.0
SCG,2000,930.0,838.0,914.0
SCG,2004,930.0,838.0,914.0
SEN,1988,1275.0,1249.0,1275.0
SGP,1960,1200.0,1114.0,1166.0
SGP,2008,1200.0,1114.0,1166.0
SGP,2012,1200.0,1114.0,1166.0
SGP,2016,1200.0,1114.0,1166.0
SLO,1992,1034.0,1033.0,1001.0
SLO,1996,1034.0,1033.0,1001.0
SLO,2000,1034.0,1033.0,1001.0
SLO,2004,1034.0,1033.0,1001.0
SLO,2008,1034.0,1033.0,1001.0
SLO,2012,1034.0,1033.0,1001.0
SLO,2016,1034.0,1033.0,1001.0
SRB,2008,911.0,787.0,787.0
SRB,2012,911.0,787.0,787.0
SRB,2016,911.0,787.0,787.0
SRI,1948,1275.0,1185.0,1275.0
SRI,2000,1275.0,1185.0,1275.0
SUD,2008,1275.0,1249.0,1275.0
SUI,1896,572.0,502.0,549.0
SUI,1900,572.0,502.0,549.0
SUI,1904,572.0,502.0,549.0
SUI,1906,572.0,502.0,549.0
SUI,1912,572.0,502.0,549.0
SUI,1920,572.0,502.0,549.0
SUI,1924,572.0,502.0,549.0
SUI,1928,572.0,502.0,549.0
SUI,1932,572.0,502.0,549.0
SUI,1936,572.0,502.0,549.0
SUI,1948,572.0,502.0,549.0
SUI,1952,572.0,502.0,549.0
SUI,1956,572.0,502.0,549.0
SUI,1960,572.0,502.0,549.0
SUI,1964,572.0,502.0,549.0
SUI,1968,572.0,502.0,549.0
SUI,1972,572.0,502.0,549.0
SUI,1976,572.0,502.0,549.0
SUI,1980,572.0,502.0,549.0
SUI,1984,572.0,502.0,549.0
SUI,1988,572.0,502.0,549.0
SUI,1992,572.0,502.0,549.0
SUI,1996,572.0,502.0,549.0
SUI,2000,572.0,502.0,549.0
SUI,2004,572.0,502.0,549.0
SUI,2008,572.0,502.0,549.0
SUI,2012,572.0,502.0,549.0
SUI,2016,572.0,502.0,549.0
SUR,1988,1200.0,1275.0,1238.0
SUR,1992,1200.0,1275.0,1238.0
SVK,1996,927.0,899.0,1080.0
SVK,2000,927.0,899.0,1080.0
SVK,2004,927.0,899.0,1080.0
SVK,2008,927.0,899.0,1080.0
SVK,2012,927.0,899.0,1080.0
SVK,2016,927.0,899.0,1080.0
SWE,1900,196.0,196.0,249.0
SWE,1906,196.0,196.0,249.0
SWE,1908,196.0,196.0,249.0
SWE,1912,196.0,196.0,249.0
SWE,1920,196.0,196.0,249.0
SWE,1924,196.0,196.0,249.0
SWE,1928,196.0,196.0,249.0
SWE,1932,196.0,196.0,249.0
SWE,1936,196.0,196.0,249.0
SWE,1948,196.0,196.0,249.0
SWE,1952,196.0,196.0,249.0
SWE,1956,196.0,196.0,249.0
SWE,1960,196.0,196.0,249.0
SWE,1964,196.0,196.0,249.0
SWE,1968,196.0,196.0,249.0
SWE,1972,196.0,196.0,249.0
SWE,1976,196.0,196.0,249.0
SWE,1980,196.0,196.0,249.0
SWE,1984,196.0,196.0,249.0
SWE,1988,196.0,196.0,249.0
SWE,1992,196.0,196.0,249.0
SWE,1996,196.0,196.0,249.0
SWE,2000,196.0,196.0,249.0
SWE,2004,196.0,196.0,249.0
SWE,2008,196.0,196.0,249.0
SWE,2012,196.0,196.0,249.0
SWE,2016,196.0,196.0,249.0
SYR,1984,1200.0,1249.0,1238.0
SYR,1996,1200.0,1249.0,1238.0
SYR,2004,1200.0,1249.0,1238.0
TAN,1980,1275.0,1185.0,1275.0
TCH,1920,657.0,556.0,599.0
TCH,1924,657.0,556.0,599.0
TCH,1928,657.0,556.0,599.0
TCH,1932,657.0,556.0,599.0
TCH,1936,657.0,556.0,599.0
TCH,1948,657.0,556.0,599.0
TCH,1952,657.0,556.0,599.0
TCH,1956,657.0,556.0,599.0
TCH,1960,657.0,556.0,599.0
TCH,1964,657.0,556.0,599.0
TCH,1968,657.0,556.0,599.0
TCH,1972,657.0,556.0,599.0
TCH,1976,657.0,556.0,599.0
TCH,1980,657.0,556.0,599.0
TCH,1988,657.0,556.0,599.0
TCH,1992,657.0,556.0,599.0
TGA,1996,1275.0,1249.0,1275.0
THA,1976,979.0,1062.0,1055.0
THA,1984,979.0,1062.0,1055.0
THA,1988,979.0,1062.0,1055.0
THA,1992,979.0,1062.0,1055.0
THA,1996,979.0,1062.0,1055.0
THA,2000,979.0,1062.0,1055.0
THA,2004,979.0,1062.0,1055.0
THA,2008,979.0,1062.0,1055.0
THA,2012,979.0,1062.0,1055.0
THA,2016,979.0,1062.0,1055.0
TJK,2008,1200.0,1249.0,1199.0
TJK,2012,1200.0,1249.0,1199.0
TJK,2016,1200.0,1249.0,1199.0
TOG,2008,1275.0,1275.0,1238.0
TPE,1960,1108.0,797.0,969.0
TPE,1968,1108.0,797.0,969.0
TPE,1984,1108.0,797.0,969.0
TPE,1992,1108.0,797.0,969.0
TPE,1996,1108.0,797.0,969.0
TPE,2000,1108.0,797.0,969.0
TPE,2004,1108.0,797.0,969.0
TPE,2008,1108.0,797.0,969.0
TPE,2012,1108.0,797.0,969.0
TPE,2016,1108.0,797.0,969.0
TTO,1948,1010.0,1062.0,985.0
TTO,1952,1010.0,1062.0,985.0
TTO,1964,1010.0,1062.0,985.0
TTO,1976,1010.0,1062.0,985.0
TTO,1996,1010.0,1062.0,985.0
TTO,2000,1010.0,1062.0,985.0
TTO,2004,1010.0,1062.0,985.0
TTO,2008,1010.0,1062.0,985.0
TTO,2012,1010.0,1062.0,985.0
TTO,2016,1010.0,1062.0,985.0
TUN,1964,1108.0,1151.0,1126.0
TUN,1968,1108.0,1151.0,1126.0
TUN,1972,1108.0,1151.0,1126.0
TUN,1996,1108.0,1151.0,1126.0
TUN,2008,1108.0,1151.0,1126.0
TUN,2012,1108.0,1151.0,1126.0
TUN,2016,1108.0,1151.0,1126.0
TUR,1936,733.0,814.0,896.0
TUR,1948,733.0,814.0,896.0
TUR,1952,733.0,814.0,896.0
TUR,1956,733.0,814.0,896.0
TUR,1960,733.0,814.0,896.0
TUR,1964,733.0,814.0,896.0
TUR,1968,733.0,814.0,896.0
TUR,1972,733.0,814.0,896.0
TUR,1984,733.0,814.0,896.0
TUR,1988,733.0,814.0,896.0
TUR,1992,733.0,814.0,896.0
TUR,1996,733.0,814.0,896.0
TUR,2000,733.0,814.0,896.0
TUR,2004,733.0,814.0,896.0
TUR,2008,733.0,814.0,896.0
TUR,2012,733.0,814.0,896.0
TUR,2016,733.0,814.0,896.0
UAE,2004,1200.0,1275.0,1238.0
UAE,2016,1200.0,1275.0,1238.0
UAR,1960,1275.0,1249.0,1238.0
UGA,1968,1139.0,1151.0,1199.0
UGA,1972,1139.0,1151.0,1199.0
UGA,1980,1139.0,1151.0,1199.0
UGA,1996,1139.0,1151.0,1199.0
UGA,2012,1139.0,1151.0,1199.0
UKR,1996,716.0,723.0,605.0
UKR,2000,716.0,723.0,605.0
UKR,2004,716.0,723.0,605.0
UKR,2008,716.0,723.0,605.0
UKR,2012,716.0,723.0,605.0
UKR,2016,716.0,723.0,605.0
URS,1952,37.0,66.0,86.0
URS,1956,37.0,66.0,86.0
URS,1960,37.0,66.0,86.0
URS,1964,37.0,66.0,86.0
URS,1968,37.0,66.0,86.0
URS,1972,37.0,66.0,86.0
URS,1976,37.0,66.0,86.0
URS,1980,37.0,66.0,86.0
URS,1988,37.0,66.0,86.0
URU,1924,786.0,1185.0,857.0
URU,1928,786.0,1185.0,857.0
URU,1932,786.0,1185.0,857.0
URU,1948,786.0,1185.0,857.0
URU,1952,786.0,1185.0,857.0
URU,1956,786.0,1185.0,857.0
URU,1964,786.0,1185.0,857.0
URU,2000,786.0,1185.0,857.0
USA,1896,28.0,28.0,28.0
USA,1900,28.0,28.0,28.0
USA,1904,28.0,28.0,28.0
USA,1906,28.0,28.0,28.0
USA,1908,28.0,28.0,28.0
USA,1912,28.0,28.0,28.0
USA,1920,28.0,28.0,28.0
USA,1924,28.0,28.0,28.0
USA,1928,28.0,28.0,28.0
USA,1932,28.0,28.0,28.0
USA,1936,28.0,28.0,28.0
USA,1948,28.0,28.0,28.0
USA,1952,28.0,28.0,28.0
USA,1956,28.0,28.0,28.0
USA,1960,28.0,28.0,28.0
USA,1964,28.0,28.0,28.0
USA,1968,28.0,28.0,28.0
USA,1972,28.0,28.0,28.0
USA,1976,28.0,28.0,28.0
USA,1984,28.0,28.0,28.0
USA,1988,28.0,28.0,28.0
USA,1992,28.0,28.0,28.0
USA,1996,28.0,28.0,28.0
USA,2000,28.0,28.0,28.0
USA,2004,28.0,28.0,28.0
USA,2008,28.0,28.0,28.0
USA,2012,28.0,28.0,28.0
USA,2016,28.0,28.0,28.0
UZB,1996,979.0,1075.0,985.0
UZB,2000,979.0,1075.0,985.0
UZB,2004,979.0,1075.0,985.0
UZB,2008,979.0,1075.0,985.0
UZB,2012,979.0,1075.0,985.0
UZB,2016,979.0,1075.0,985.0
VEN,1952,1139.0,1151.0,1093.0
VEN,1960,1139.0,1151.0,1093.0
VEN,1968,1139.0,1151.0,1093.0
VEN,1976,1139.0,1151.0,1093.0
VEN,1980,1139.0,1151.0,1093.0
VEN,1984,1139.0,1151.0,1093.0
VEN,2004,1139.0,1151.0,1093.0
VEN,2008,1139.0,1151.0,1093.0
VEN,2012,1139.0,1151.0,1093.0
VEN,2016,1139.0,1151.0,1093.0
VIE,2000,1200.0,1151.0,1275.0
VIE,2008,1200.0,1151.0,1275.0
VIE,2016,1200.0,1151.0,1275.0
WIF,1960,1275.0,1275.0,1158.0
YUG,1924,485.0,540.0,619.0
YUG,1928,485.0,540.0,619.0
YUG,1936,485.0,540.0,619.0
YUG,1948,485.0,540.0,619.0
YUG,1952,485.0,540.0,619.0
YUG,1956,485.0,540.0,619.0
YUG,1960,485.0,540.0,619.0
YUG,1964,485.0,540.0,619.0
YUG,1968,485.0,540.0,619.0
YUG,1972,485.0,540.0,619.0
YUG,1976,485.0,540.0,619.0
YUG,1980,485.0,540.0,619.0
YUG,1984,485.0,540.0,619.0
YUG,1988,485.0,540.0,619.0
ZAM,1984,1275.0,1249.0,1238.0
ZAM,1996,1275.0,1249.0,1238.0
ZIM,1980,892.0,1114.0,1238.0
ZIM,2004,892.0,1114.0,1238.0
ZIM,2008,892.0,1114.0,1238.0
